,Specialty,Specialty Code HBP 2.0,Package Code HBP 1.0,Package Code HBP 2.0,AB PM - JAY  Package Name,Procedure Code HBP 2.0,AB PM - JAY  Procedure Name,Procedure Price
1389,"Urology, Pediatric Surgery",SU,S700089,SU045,Augmentation cystoplasty,SU045A,Open,"30,000"
1390,"Urology, Pediatric Surgery",SU,S700090,SU045,Augmentation cystoplasty,SU045B,Lap.,"30,000"
1391,Urology,SU,New Package,SU046,Deflux for VUR,SU046A,Deflux for VUR,"1,200"
1392,Urology,SU,New Package,SU047,Bladder Diverticulectomy,SU047A,Bladder Diverticulectomy - Follow Up,"1,000"
1393,"Urology, Pediatric Surgery",SU,S700091,SU048,Open bladder diverticulectomy with / without  ureteric re-implantation,SU048A,Open bladder diverticulectomy with / without  ureteric re-implantation,"25,000"
1394,"Urology, Pediatric Surgery",SU,S700070,SU049,Bladder injury repair  (with or without urethral injury),SU049A,Bladder injury repair  (with or without urethral injury),"23,000"
1395,"Urology, Pediatric Surgery",SU,S700072,SU050,Bladder injury repair with colostomy  (with or without urethral injury),SU050A,Bladder injury repair with colostomy  (with or without urethral injury),"27,500"
1396,"Urology, Pediatric Surgery",SU,S700069,SU051,Extrophy Bladder repair including osteotomy if  needed + epispadias repair + ureteric reimplant,SU051A,Extrophy Bladder repair including osteotomy if  needed + epispadias repair + ureteric reimplant,"65,000"
1397,"Urology, Pediatric Surgery",SU,S700154,SU052,Neurogenic bladder - Package for evaluation /  investigation (catheter + ultrasound + culture +  RGU/ MCU) for 1 month (medicines - antibiotics),SU052A,Neurogenic bladder - Package for evaluation /  investigation (catheter + ultrasound + culture +  RGU/ MCU) for 1 month (medicines - antibiotics),"14,300"
1398,"Urology, Pediatric Surgery",SU,S700088,SU053,Y V Plasty of Bladder Neck / Bladder Neck  Reconstruction,SU053A,Y V Plasty of Bladder Neck / Bladder Neck  Reconstruction,"23,000"
1399,Urology,SU,S700068,SU054,Bladder Neck incision - Endoscopic,SU054A,Bladder Neck incision - Endoscopic,"15,000"
1400,"Urology, Surgical Oncology",SU,S700062,SU055,TURBT  (Transurethral Resection of the Bladder Tumor),SU055A,TURBT  (Transurethral Resection of the Bladder Tumor),"27,500"
1401,"Urology, Surgical Oncology",SU,New Package,SU056,TURBT - Restage,SU056A,TURBT - Restage,"18,000"
1402,Urology,SU,S700066,SU057,Post TURBT - Check Cystoscopy (Per sitting) with  cold-cup biopsy,SU057A,Post TURBT - Check Cystoscopy (Per sitting) with  cold-cup biopsy,"10,000"
1403,Urology,SU,S700059,SU058,Urachal Cyst excision,SU058A,Urachal Cyst excision - Open,"18,500"
1404,Urology,SU,New Package,SU058,Urachal Cyst excision,SU058B,Urachal Cyst excision - Laparoscopic,"18,500"
1405,Urology,SU,New Package,SU059,VVF Repair - Follow Up,SU059A,VVF Repair - Follow Up,"1,500"
1406,"Urology, Medical Oncology",SU,S700064,SU060,Intravesical BCG / Mitomycin,SU060A,Induction cycles,"15,000"
1407,"Urology, Medical Oncology",SU,S700065,SU060,Intravesical BCG / Mitomycin,SU060B,Maintenance,"30,000"
1408,"Urology, Pediatric Surgery",SU,S700082,SU061,Suprapubic Drainage - Closed / Trocar,SU061A,Suprapubic Drainage - Closed / Trocar,"5,000"
1409,"Urology, Surgical Oncology",SU,S700130,SU062,Stress incontinence surgery,SU062A,Stress incontinence surgery - Open,"23,000"
1410,Urology,SU,New Package,SU063,Repair of stress incontinence - Follow Up,SU063A,Repair of stress incontinence - Follow Up,"1,000"
1411,"Urology, Pediatric Surgery",SU,S700158,SU064,Emergency management of Acute retention of Urine,SU064A,"Emergency management of Acute retention of Urine                           2,000",
1412,"Urology, Pediatric Surgery",SU,S700112,SU065,Meatotomy / Meatoplasty,SU065A,Meatotomy,"3,500"
1413,"Urology, Pediatric Surgery",SU,S700111,SU065,Meatotomy / Meatoplasty,SU065B,Meatoplasty,"3,500"
1414,"Urology, Pediatric Surgery",SU,S700114,SU066,Urethroplasty,SU066A,Urethroplasty - End to end,"28,000"
1415,"Urology, Pediatric Surgery",SU,S700115,SU066,Urethroplasty,SU066B,Urethroplasty - Substitution - single stage,"28,000"
1416,"Urology, Pediatric Surgery",SU,S700116,SU066,Urethroplasty,SU066C,Urethroplasty - Substitution - two stage,"41,500"
1417,"Urology, Pediatric Surgery",SU,S700117,SU066,Urethroplasty,SU066D,Urethroplasty - Transpubic,"32,000"
1418,Urology,SU,New Package,SU067,Urethroplasty Follow Up,SU067A,Urethroplasty Follow Up,"1,000"
1419,"Urology, Pediatric Surgery",SU,S700121,SU068,Urethral Dilatation,SU068A,Non endocopic as an independent procedure,"2,000"
1420,"Urology, Pediatric Surgery",SU,S700122,SU068,Urethral Dilatation,SU068B,Endocopic as an independent procedure,"5,000"
1421,"Urology, Pediatric Surgery",SU,S700119,SU069,Perineal Urethrostomy without closure,SU069A,Perineal Urethrostomy without closure,"20,000"
1422,"Urology, Pediatric Surgery",SU,S700113,SU070,Post. Urethral Valve fulguration,SU070A,Post. Urethral Valve fulguration,"14,000"
1423,"Urology, Pediatric Surgery,  Plastic & Reconstructive  Surgery",SU,S700124,SU071,Hypospadias repair,SU071A,Single stage,"28,000"
1424,"Urology, Pediatric Surgery,  Plastic & Reconstructive  Surgery",SU,S700125,SU071,Hypospadias repair,SU071B,Two or more stage (First Stage),"12,000"
1425,"Urology, Pediatric Surgery,  Plastic & Reconstructive  Surgery",SU,S700125,SU071,Hypospadias repair,SU071C,Two or more stage (Intermediate Stage),2
1426,"Urology, Pediatric Surgery,  Plastic & Reconstructive  Surgery",SU,S700125,SU071,Hypospadias repair,SU071D,Two or more stage (Final Stage),"30,000"
1427,Urology,SU,New Package,SU072,Hypospadias Repair - Follow Up,SU072A,Hypospadias Repair - Follow Up,"1,000"
1428,"Urology, Pediatric Surgery,  Emergency",SU,S700157,SU073,Emergency management of Hematuria,SU073A,Emergency management of Hematuria,"2,000"
1429,Urology,SU,S700110,SU074,Excision of Urethral Caruncle,SU074A,Excision of Urethral Caruncle,"5,000"
1430,"Urology, Obstetrics &  Gynecology, Pediatric  Surgery",SU,S700087,SU075,Urethrovaginal fistula repair,SU075A,Urethrovaginal fistula repair,"30,000"
1431,"Urology, Pediatric Surgery",SU,S700120,SU076,Urethrorectal fistula repair,SU076A,Urethrorectal fistula repair,"40,000"
1432,Urology,SU,S700092,SU077,Open simple prostatetctomy for BPH,SU077A,Open simple prostatetctomy for BPH,"27,500"
1433,Urology,SU,S700106,SU078,Radical prostatectomy,SU078A,Open,"50,000"
1434,Urology,SU,S700107,SU078,Radical prostatectomy,SU078B,Lap.,"50,000"
1435,Urology,SU,S700094,SU079,Holmium Laser Prostatectomy,SU079A,Holmium Laser Prostatectomy,"40,000"
1436,Urology,SU,S700093,SU080,"TURP-Transurethral Resection of the Prostate, BPH",SU080A,Monopolar,"27,500"
1437,Urology,SU,S700093,SU080,"TURP-Transurethral Resection of the Prostate, BPH",SU080B,Bipolar,"27,500"
1438,Urology,SU,S700108,SU081,Transrectal Ultrasound guided prostate biopsy  (minimum 12 core),SU081A,Transrectal Ultrasound guided prostate biopsy  (minimum 12 core),"10,000"
1439,"Urology, Surgical Oncology",SU,S700133,SU082,Penectomy,SU082A,Partial Penectomy,"15,000"
1440,"Urology, Surgical Oncology",SU,S700134,SU082,Penectomy,SU082B,Total Penectomy + Perineal Urethrostomy,"25,000"
1441,Urology,SU,S700153,SU083,Surgery for Priapism,SU083A,Aspiration,"15,000"
1442,Urology,SU,S700153,SU083,Surgery for Priapism,SU083B,Shunt,"15,000"
1443,Urology,SU,New Package,SU084,Surgery for Priaprism - Follow Up,SU084A,Surgery for Priaprism - Follow Up,"1,000"
1444,Urology,SU,S700152,SU085,Penile prosthesis insertion,SU085A,Penile prosthesis insertion,"35,000"
1445,"Urology, Surgical Oncology,  Pediatric Surgery",SU,S700139,SU086,Orchiectomy,SU086A,High inguinal,"13,800"
1446,"Urology, Surgical Oncology,  Pediatric Surgery",SU,S700140,SU086,Orchiectomy,SU086B,Simple,"10,000"
1447,"Urology, Surgical Oncology",SU,S700141,SU087,Bilateral Orchidectomy for hormone ablation,SU087A,Bilateral Orchidectomy for hormone ablation,"10,000"
1448,"Urology, Pediatric Surgery",SU,"S700128, S700129",SU088,Orchiopexy,SU088A,Orchiopexy with laparoscopy,"30,000"
1449,"Urology, Pediatric Surgery",SU,S700126,SU088,Orchiopexy,SU088B,Orchiopexy without laparoscopy - U/L,"15,000"
1450,"Urology, Pediatric Surgery",SU,S700127,SU088,Orchiopexy,SU088C,Orchiopexy without laparoscopy - B/L,"15,000"
1451,Urology,SU,"S700148, S700150",SU089,Surgical Correction of Varicocele,SU089A,Non Microsurgical,"10,000"
1452,Urology,SU,"S700149, S700151",SU089,Surgical Correction of Varicocele,SU089B,Microsurgical,"15,000"
1453,"Urology, Surgical Oncology,  Obstetrics & Gynecology",SU,S700142,SU090,Radical Retroperitoneal lymph node dissection,SU090A,Open,"36,500"
1454,"Urology, Surgical Oncology,  Obstetrics & Gynecology",SU,S700143,SU090,Radical Retroperitoneal lymph node dissection,SU090B,Lap.,"36,500"
1455,"Urology, Surgical Oncology",SU,"S700135, S700136",SU091,Ilio-Inguinal lymphadenectomy,SU091A,Ilio-Inguinal lymphadenectomy,"18,500"
1456,"Urology, Obstetrics &  Gynecology",SU,New Package,SU092,Hysterectomy as part of VVF / uterovaginal fistula  repair,SU092A,Hysterectomy as part of VVF / uterovaginal fistula  repair,"5,000"
1457,Urology,SU,New Package,SU093,PCNL - Follow Up,SU093A,PCNL - Follow Up,"1,200"
1458,"Urology, Pediatric Surgery",SU,S700156,SU094,Emergency management of Ureteric stone -  Package for evaluation / investigation (ultrasound +  culture) for 3 weeks (medicines).,SU094A,Emergency management of Ureteric stone -  Package for evaluation / investigation (ultrasound +  culture) for 3 weeks (medicines).,"3,500"
1459,CTVS,SV,New Package,SV001,Surgical Correction of Category - I Congenital  Heart Disease,SV001A,Unifocalization of MAPCA,"100,000"
1460,CTVS,SV,S1300024,SV001,Surgical Correction of Category - I Congenital  Heart Disease,SV001B,Isolated Secundum Atrial Septal Defect (ASD)  Repair,"100,000"
1461,CTVS,SV,S1300050,SV001,Surgical Correction of Category - I Congenital  Heart Disease,SV001C,Glenn procedure,"100,000"
1462,CTVS,SV,New Package,SV001,Surgical Correction of Category - I Congenital  Heart Disease,SV001D,Pulmonary Artery Banding,"100,000"
1463,CTVS,SV,New Package,SV001,Surgical Correction of Category - I Congenital  Heart Disease,SV001E,Systemic - Pulmonary Artery shunt,"100,000"
1464,CTVS,SV,New Package,SV001,Surgical Correction of Category - I Congenital  Heart Disease,SV001F,Vascular Ring division,"100,000"
1465,CTVS,SV,S1300047,SV001,Surgical Correction of Category - I Congenital  Heart Disease,SV001G,Coarctation repair,"100,000"
1466,CTVS,SV,New Package,SV002,Surgical Correction of Category - II Congenital  Heart Disease,SV002A,ASD closure + Partial Anomalous Venous  Drainage Repair,"120,000"
1467,CTVS,SV,New Package,SV002,Surgical Correction of Category - II Congenital  Heart Disease,SV002B,ASD Closure + Mitral procedure,"120,000"
1468,CTVS,SV,New Package,SV002,Surgical Correction of Category - II Congenital  Heart Disease,SV002C,ASD Closure + Tricuspid procedure,"120,000"
1469,CTVS,SV,New Package,SV002,Surgical Correction of Category - II Congenital  Heart Disease,SV002D,ASD Closure + Pulmonary procedure,"120,000"
1470,CTVS,SV,New Package,SV002,Surgical Correction of Category - II Congenital  Heart Disease,SV002E,ASD Closure + Infundibular procedure,"120,000"
1471,CTVS,SV,S1200015,SV002,Surgical Correction of Category - II Congenital  Heart Disease,SV002F,VSD closure,"120,000"
1472,CTVS,SV,New Package,SV002,Surgical Correction of Category - II Congenital  Heart Disease,SV002G,Infundibular PS repair,"120,000"
1473,CTVS,SV,New Package,SV002,Surgical Correction of Category - II Congenital  Heart Disease,SV002H,Valvular PS repair,"120,000"
1474,CTVS,SV,S1300026,SV002,Surgical Correction of Category - II Congenital  Heart Disease,SV002I,Partial AV canal repair,"120,000"
1475,CTVS,SV,S1300026,SV002,Surgical Correction of Category - II Congenital  Heart Disease,SV002J,Intermediate AV canal repair,"120,000"
1476,CTVS,SV,New Package,SV002,Surgical Correction of Category - II Congenital  Heart Disease,SV002K,Atrial septectomy + Glenn,"120,000"
1477,CTVS,SV,New Package,SV002,Surgical Correction of Category - II Congenital  Heart Disease,SV002L,Atrial septectomy + PA Band,"120,000"
1478,CTVS,SV,New Package,SV002,Surgical Correction of Category - II Congenital  Heart Disease,SV002M,Sinus of Valsalva aneurysm repair with aortic valve  procedure,"120,000"
1479,CTVS,SV,New Package,SV002,Surgical Correction of Category - II Congenital  Heart Disease,SV002N,Sinus of Valsalva aneurysm repair without aortic  valve procedure,"120,000"
1480,CTVS,SV,New Package,SV002,Surgical Correction of Category - II Congenital  Heart Disease,SV002O,Sub-aortic membrane resection,"120,000"
1481,CTVS,SV,S1300031,SV003,Surgical Correction of Category - III Congenital  Heart Disease,SV003A,Ebstien repair,"150,000"
1482,CTVS,SV,S1300036,SV003,Surgical Correction of Category - III Congenital  Heart Disease,SV003B,Double switch operation,"150,000"
1483,CTVS,SV,New Package,SV003,Surgical Correction of Category - III Congenital  Heart Disease,SV003C,Rastelli Procedure,"150,000"
1484,CTVS,SV,S1300032,SV003,Surgical Correction of Category - III Congenital  Heart Disease,SV003D,Fontan procedure,"150,000"
1485,CTVS,SV,S1300029,SV003,Surgical Correction of Category - III Congenital  Heart Disease,SV003E,AP window repair,"150,000"
1486,CTVS,SV,New Package,SV003,Surgical Correction of Category - III Congenital  Heart Disease,SV003F,Arch interruption Repair without VSD closure,"150,000"
1487,CTVS,SV,S1300025,SV003,Surgical Correction of Category - III Congenital  Heart Disease,SV003G,Arch interruption Repair with VSD closure,"150,000"
1488,CTVS,SV,New Package,SV003,Surgical Correction of Category - III Congenital  Heart Disease,SV003H,DORV Repair,"150,000"
1489,CTVS,SV,New Package,SV003,Surgical Correction of Category - III Congenital  Heart Disease,SV003I,Supravalvular AS repair,"150,000"
1490,CTVS,SV,New Package,SV003,Surgical Correction of Category - III Congenital  Heart Disease,SV003J,Konno procedure,"150,000"
1491,CTVS,SV,New Package,SV003,Surgical Correction of Category - III Congenital  Heart Disease,SV003K,Norwood procedure,"150,000"
1492,CTVS,SV,New Package,SV003,Surgical Correction of Category - III Congenital  Heart Disease,SV003L,VSD closure + RV - PA conduit,"150,000"
1493,CTVS,SV,New Package,SV003,Surgical Correction of Category - III Congenital  Heart Disease,SV003M,VSD + Aortic procedure,"150,000"
1494,CTVS,SV,New Package,SV003,Surgical Correction of Category - III Congenital  Heart Disease,SV003N,VSD + Mitral procedure,"150,000"
1495,CTVS,SV,New Package,SV003,Surgical Correction of Category - III Congenital  Heart Disease,SV003O,VSD + Tricuspid procedure,"150,000"
1496,CTVS,SV,New Package,SV003,Surgical Correction of Category - III Congenital  Heart Disease,SV003P,VSD + Pulmonary procedure,"150,000"
1497,CTVS,SV,New Package,SV003,Surgical Correction of Category - III Congenital  Heart Disease,SV003Q,VSD + Infundibular procedure,"150,000"
1498,CTVS,SV,New Package,SV003,Surgical Correction of Category - III Congenital  Heart Disease,SV003R,VSD + Coarctation repair,"150,000"
1499,CTVS,SV,S1300033,SV003,Surgical Correction of Category - III Congenital  Heart Disease,SV003S,TAPVC Repair,"150,000"
1500,CTVS,SV,S1300039,SV003,Surgical Correction of Category - III Congenital  Heart Disease,SV003T,Truncus arteriosus repair,"150,000"
1501,CTVS,SV,S1300027,SV003,Surgical Correction of Category - III Congenital  Heart Disease,SV003U,Tetralogy of Fallot Repair,"150,000"
1502,CTVS,SV,S1300026,SV003,Surgical Correction of Category - III Congenital  Heart Disease,SV003V,Complete  AV canal repair,"150,000"
1503,CTVS,SV,S1300035,SV003,Surgical Correction of Category - III Congenital  Heart Disease,SV003W,Arterial switch operation,"150,000"
1504,CTVS,SV,S1300037,SV003,Surgical Correction of Category - III Congenital  Heart Disease,SV003X,Senning Operation,"150,000"
1505,CTVS,SV,S1300038,SV003,Surgical Correction of Category - III Congenital  Heart Disease,SV003Y,Mustard Operation,"150,000"
1506,CTVS,SV,S1300001,SV004,"Coronary artery bypass grafting (CABG),  including intra operative balloon pump (if required)",SV004A,"Coronary artery bypass grafting (CABG),  including intra operative balloon pump (if required)","118,100"
1507,CTVS,SV,"S1300013, S1300017, S1300018",SV005,Single Valve Procedure,SV005A,Aortic Valve,"119,000"
1508,CTVS,SV,"S1300011, S1300015, S1300016",SV005,Single Valve Procedure,SV005B,Mitral Valve,"119,000"
1509,CTVS,SV,"S1300012, S1300019, S1300020",SV005,Single Valve Procedure,SV005C,Tricuspid Valve,"119,000"
1510,CTVS,SV,"S1300021, S1300022",SV006,Double Valve Procedure,SV006A,Double Valve Procedure,"142,000"
1511,CTVS,SV,New Package,SV007,Triple valve procedure,SV007A,Triple valve procedure,"170,000"
1512,CTVS,SV,S1300009,SV008,Closed Mitral Valvotomy including thoracotomy,SV008A,Closed Mitral Valvotomy including thoracotomy,"57,000"
1513,CTVS,SV,S1300023,SV009,Ross Procedure,SV009A,Ross Procedure,"150,000"
1514,CTVS,SV,S1300030,SV010,Surgery for Hypertrophic Obstructive  Cardiomyopathy (HOCM),SV010A,Surgery for Hypertrophic Obstructive  Cardiomyopathy (HOCM),"111,000"
1515,CTVS,SV,New Package,SV011,Pericardial window (via thoracotomy),SV011A,Pericardial window (via thoracotomy),"30,000"
1516,CTVS,SV,S1300052,SV012,Pericardiectomy,SV012A,Pericardiectomy,"67,000"
1517,CTVS,SV,S1300046,SV013,Patent Ductus Arteriosus (PDA) Closure via  thoracotomy,SV013A,Patent Ductus Arteriosus (PDA) Closure via  thoracotomy,"57,000"
1518,CTVS,SV,S1300040,SV014,Aortic Root Replacement Surgery,SV014A,Bental Procedure,"150,000"
1519,CTVS,SV,New Package,SV014,Aortic Root Replacement Surgery,SV014B,Aortic Dissection,"150,000"
1520,CTVS,SV,New Package,SV014,Aortic Root Replacement Surgery,SV014C,Aortic Aneurysm,"150,000"
1521,CTVS,SV,New Package,SV014,Aortic Root Replacement Surgery,SV014D,Valve sparing root replacement,"150,000"
1522,CTVS,SV,New Package,SV014,Aortic Root Replacement Surgery,SV014E,AVR + Root enlargement,"150,000"
1523,"CTVS, General Surgery",SV,S1300041,SV015,Aortic Arch Replacement / Thoracoabdominal  aneurysm Repair using bypass,SV015A,Aortic Arch Replacement using bypass,"150,000"
1524,"CTVS, General Surgery",SV,New Package,SV015,Aortic Arch Replacement / Thoracoabdominal  aneurysm Repair using bypass,SV015B,Thoracoabdominal aneurysm Repair using bypass,"150,000"
1525,"CTVS, General Surgery",SV,S1300042,SV016,Aortic Aneurysm Repair,SV016A,Aortic Aneurysm Repair using Cardiopulmonary  bypass (CPB),"120,000"
1526,"CTVS, General Surgery",SV,New Package,SV016,Aortic Aneurysm Repair,SV016B,Aortic Aneurysm Repair using Left Heart Bypass,"120,000"
1527,"CTVS, General Surgery",SV,S1300043,SV016,Aortic Aneurysm Repair,SV016C,Aortic Aneurysm Repair without using  Cardiopulmonary bypass (CPB),"65,500"
1528,"CTVS, General Surgery",SV,New Package,SV016,Aortic Aneurysm Repair,SV016D,Aortic Aneurysm Repair without using Left Heart  Bypass,"65,500"
1529,CTVS,SV,S1300092,SV017,Aorto Iliac / Aorto femoral bypass (Uni and Bi),SV017A,Aorto Iliac bypass - U/L,"64,500"
1530,CTVS,SV,S1300092,SV017,Aorto Iliac / Aorto femoral bypass (Uni and Bi),SV017B,Aorto femoral bypass - U/L,"64,500"
1531,CTVS,SV,S1300079,SV017,Aorto Iliac / Aorto femoral bypass (Uni and Bi),SV017C,Aorto Iliac bypass - B/L,"64,500"
